Tags,Metastasis,ENSG00000227217,FCRL2,LEFTY2,TMEM217,ENSG00000247699,ENSG00000236911,TNFRSF13B,AC108938.5,CLECL1,FGD2,CD300LB,SIGLEC11,DNASE1L3,KCNT1,SLC9A5,ITGAD,ENSG00000242797,PATL2,FCRL3,UMODL1-AS1,ENSG00000216863,ENSG00000227467,ENSG00000267432,BFSP2,ENSG00000233665,KMO,CD68,DOK3,TM4SF19,FGR,LILRA1,KLRC4-KLRK1,FCRL5,TLX1NB,ENSG00000250456,CD160,ENSG00000226239,ENSG00000223991,ENSG00000272789,CD5L,ENSG00000261644,ENSG00000205015,CD36,ENSG00000231236,HIST2H3C,ENSG00000253745,ENSG00000237484,ENSG00000236054,CFP,KLRF1,TRG-AS1,CRHBP,KRT72,KLRD1,ENSG00000264345,CHRNA4,ADRA1A,CD22,PARVG,ENSG00000248115,ENSG00000262319,ATP4B,ENSG00000237928,ENSG00000253988,NKX2-5,IDI2-AS1,C11orf21,ENSG00000241560,ENSG00000231808,TEX101,LINC00528,ENSG00000228835,ADAD2,TLR10,ENSG00000225411,PARP15,FAM9C,ATG16L2,ENSG00000253782,OR5AK2,GDF7,HBA2,ENSG00000256609,TRAPPC3L,HMOX1,LMAN1L,LRTM1,FGFBP2,AIF1L,ENSG00000269553,NR5A1,FCRL6,NCR1,CCM2L,H3F3C,CR1,ENSG00000231749,BMF,SCN11A,ENSG00000249988,ENSG00000242258,KIR3DX1,SPIC,KLHL14,CASP16,ENSG00000233024,P2RX5,ENSG00000261924,GPR182,ENSG00000257950,STAB2,PTGDR,MMP12,ENSG00000261606,IL34,TBX21
TCGA-FB-A545-01,1,0,0.053866325,0.042713609,0.335965864,0,0,0,0.180814719,0,1.04177457,0.08764665,0.042933481,0.04327444,0.073046037,0.540487291,0.015441843,0.122419066,0.221288306,0.020836332,0.015907045,0.006078348,0.361421056,0.04336102,0.049357948,0.035020035,0.120281982,0.575654825,0.65697978,0.089670837,0.676434053,0.027938461,0.026278537,0.115177819,0,0,0.077187826,0.050755565,0,0.119918958,0,0.059229538,0,0.569019309,0.026167487,0,0,0.006852512,0,0.21583316,0.837909926,0.140186133,0.012150191,0,0.058705443,0,0.003197839,0.046589582,0.232244412,0.609846642,0.007036567,0.025482218,0,0.073916406,0,0.032528161,0.186832985,0.072996632,0,0,0.042651201,0.094602734,0.041007807,0.049706131,0.032304467,0.023667119,1.156465593,0.005813756,5.73083752,0,0,0.237549997,29.36221291,0,0.037058742,8.779763047,0,0.064501864,0.136227936,3.791964636,0.078291917,0.019904725,0.114755843,0.053973033,1.000514414,0.128881681,0.020793623,0,5.952312987,0.022106312,0,0.094123401,0.01329053,0,0.013644625,0.039739771,0.022479857,0.16256317,0.016190627,0.019737458,0.040372377,0.025667408,0.482838877,4.070845482,0.005013541,1.814948995,0.078172113
TCGA-IB-8127-01,0,0.04562009,0.0273468,0.081920357,0.374817016,0.027919285,0,0.074679873,0.370783147,0.435348022,2.058861392,0.70770401,0.4649904,0.161109831,0.034611673,0.246741913,0.05487649,0.066292889,0.391389966,0.197459119,0.005383781,0.012343398,0.03293336,0.029351303,0.04454754,0.047410493,0.604830632,1.337494622,3.191892258,0.224585053,6.420298858,0.151293534,0.111175502,0.334133456,0.012191091,0.005201569,0.092886838,0.017178355,0.004915427,0.392339914,0.02346636,0.160371146,0,1.737833024,0,0.013921106,0.019052357,0.037108012,0,0.518901939,0.457407781,0.466090776,0.061683961,0.026756444,0.106630364,0.183936321,0.001082317,0.015768367,0.821596169,2.376977451,0.004763089,0.025873571,0.015492844,0.125086013,0.116040363,0.071560071,0.045167226,0.315686533,0.073634786,0.055416712,0.014435412,0.234802661,0,0.002803862,0.303405512,0.004005099,0.814214091,0,2.889360607,0,0,0.121781479,0.430903779,0,0.029266134,14.81932743,0,0,0.368853635,4.07860307,0.105992424,0.026947226,0.25029847,0.042623736,0.463383963,0.327152585,0.49364134,0.019275378,8.428630597,0.016460267,0.053282016,0.488463473,0.002249108,0,0.041562534,0.043712599,0.019020918,0.233834718,0.008219641,0.033400974,0.080032806,0.024820577,0.186220616,3.856577325,0.003393692,3.716617458,0.467416857
TCGA-HZ-8001-01,0,0,0.419276894,0.350508896,0.456487447,0.005688427,0.054580194,0.819662295,0.189963622,0.429854708,1.138334451,1.680219173,0.357494252,1.27422214,0.049363796,0.224492901,0.234797536,0.070911091,0.441052814,0.819714709,0.007678447,0.029340629,0.20801069,0.011960389,0.12706902,0.059165492,0.34283632,1.411894128,3.328148763,0.112540394,4.353595318,0.409078332,0.069766628,0.638043745,0,0,0.066238447,0.057166856,0.007010471,0.463086042,0.00669363,0.157247913,0,9.689829353,0.012631237,0.019854534,0.027172817,0.062847391,0,0.959213516,0.208756248,0.445818427,0.322574205,0.106849472,0.161524007,0.058296293,0.009261721,0.025300272,3.128293208,3.16788088,0.016983011,0.012300452,0.011048088,0.428159857,0.110332581,0.047104741,0.025767327,0.418916964,0.024235215,0,0.082352183,0.471876101,0.039589535,0.023993512,1.204605724,0.005712145,0.605997742,0,2.115755592,0,0,0.114667115,147.2454022,0,0.053665575,29.8987989,0,0,0.618127249,3.974159145,0.302336634,0.009608156,0.406218868,0.07815953,2.77699471,0.264401539,0.96214052,0.010996358,4.530158123,0.061891092,0,0.484629888,0.003207718,0.087135448,0.240402139,0.07193504,0.010851191,0.839633571,0.031261335,0.138147517,0.097440204,0.254876814,0.466139692,1.587811827,0,4.468790676,0.71066169
TCGA-LB-A8F3-01,0,0,0.00377454,0.127703163,0.606858308,0.019818294,0,0.010755844,0.363706744,0.022186662,0.276037038,0.428157719,1.61252913,0.115228982,0.022930913,0.162062124,0.056266402,0.123525957,0.220087876,0.049641724,0,0,0.124679986,0.006944934,0,0.009815744,0.093114205,0.497132254,1.279111012,0.080428111,1.26398194,0.052205696,0.007365595,0.018447498,0,0,0.043269858,0.037936657,0.024424251,0.134448048,0,0.033202822,0,0.700246375,0.007334469,0.023057516,0,0.007682746,0,0.304564788,0.257585388,0.04622669,0.040866835,0,0.029618123,0,0.001792641,0.009793924,0.933037585,0.778574731,0.011833651,0.014284791,0.051321567,1.709233735,0.032032924,0.009117298,0.029924174,0.04546707,0.009381633,0,0.035864038,0.256322715,0,0.065016473,0.027163798,0.013267285,0.041601503,0.003259068,1.918689267,0,0,0.186040022,28.28058155,0.035289506,0,5.199589598,0,0,0.137459685,6.168118204,0.087777576,0,0.071477435,0.040341517,1.225051951,0.270931261,0.043295438,0,5.653531797,0.017349261,0,0.070351443,0,0,0,0.033415909,0,0.068347099,0.027228366,0.033193201,0.087294465,0.014388605,0.062946333,3.310980488,0.002810485,2.308436263,0.080339652
TCGA-3A-A9IH-01,1,0,0.079713111,0.077255401,0.386690136,0.017438967,0,0.108842078,0.194123333,0.234275953,0.765042407,0.240875731,0.063534339,0.07471205,0.047562179,0.182906948,0.022851333,0.08454117,0.147889457,0.228687503,0,0.008994934,0.095997361,0.030555726,0.032462876,0.017274589,0.141267559,0.583264001,1.352047458,0.168083847,2.582312425,0.082688457,0.012962607,0.054109149,0,0,0.059227785,0.041727616,0.014327964,0.157742142,0.020520608,0.189907822,0,0.810496748,0,0,0,0.02704151,0.036760477,0.381807685,0.106663734,0.117962859,0.041953895,0.007799228,0.052124515,0,0.003154843,0.040217773,0.526434626,1.055793524,0.017354895,0.0125698,0,0.528688666,0.084561434,0.144408637,0.052663129,0.060012639,0.049531808,0,0,0.25665961,0,0.032691877,0.246993447,0.029186133,0.314209629,0.008603382,1.705883239,0,0,0.382551797,6.653088116,0,0,9.255462797,0,0,0.295671871,2.025835982,0,0.004909275,0.106923305,0,1.052000455,0.238404042,0.118688407,0.011237149,4.074204126,0.041437261,0.025885267,0.13928682,0.003277959,0.014840581,0.040383505,0.127417734,0.005544402,0.160377452,0.015972939,0.019472081,0.085349051,0.036174716,0.177245374,7.055088853,0.002473066,2.926565309,0.102828083
TCGA-US-A776-01,0,0,0.048426214,0.034133192,0.022373017,0.035314272,0,0.034498562,0.210363654,0.047441369,0.226863022,0.870496799,0.025731672,0.239908201,0.010507026,0.357834778,0.013882328,0.308155737,1.223586593,0.040586026,0.009533699,0,0.091644139,0.029700472,0.0493035,0.010494421,0.044626882,0.111895746,0.876418037,0.085989043,0.558176932,0,0.015749729,0.123268675,0.021588206,0,0.051401786,0.04055966,0,1.868672098,0,0.03549852,0,0.31278355,0,0,0,0,0,0.160581155,1.036782175,0.034596015,0.014564145,0,0.025801901,0.036190867,0,0.052355461,0.099423522,0.235809255,0.008434566,0.038181162,0,0.01107523,0.034247733,0.009747683,0.095979541,0.048610738,0,0,0.281187401,0.056699025,0.024577543,0.00496513,0.07260487,0,0.181618087,0,1.608391519,0,0,0.864705208,2.980673054,0,0.014807145,1.841716361,0,0.06443071,0.21228115,3.786497649,0,0.00596483,0.038209751,0.032348097,0.552305928,0.598638715,0.0160231,0.129706131,1.742503547,0.161639698,0,0.075215658,0,0,0.016355488,0.113133411,0.006736518,0.073072729,0.043666471,0.041402939,0.120983525,2.999774008,0.040379128,0.947605907,0.003004806,0.740413603,0.054660116
TCGA-HZ-A77P-01,0,0,0.028867485,0.223819557,0.385286531,0,0,0.027420045,0.233067529,0.254523661,1.672298219,0.429446295,0.424378417,0.61327817,0.077944191,0.299382298,0.187576482,0.034989633,0.190424962,0.089331135,0.037887732,0.008686522,0.370823468,0.020655636,0.03134981,0.066729159,0.111867574,0.741138726,1.988820636,0.170863894,5.697381287,0.257305045,0.025036307,0.032658682,0.017158674,0,0.155249059,0.088653151,0.027673393,2.818171307,0,0.169288974,0,2.458790554,0.012465253,0,0.053631493,0.026114329,0.035500058,1.138057709,0.386274446,0.345682894,0.075242899,0.015063627,0.287109068,0.17259071,0.006093343,0.099871231,0.526823404,1.78616231,0.010055905,0.018208223,0.065417446,0.184858416,0.10888273,0.04648575,0.025428725,0.475230718,0.015944498,0.038998862,0,0.195283192,0.009767325,0.177586646,0.196205801,0.011274167,0.760063536,0,1.920389607,0,0.032577363,0.284564885,7.505276376,0.029988035,0.047075885,14.86088538,0,0.020484251,0.519152855,4.436288018,0.111886391,0,0.413028759,0.119983821,2.859655269,0.245578455,0.479701313,0.005425929,3.186923735,0.189551786,0.02499773,0.261549256,0.003165566,0,0.129996208,0.359681456,0.016062898,0.108414976,0.011568952,0.12692994,0.115391723,0.443666644,0.320940192,4.259325049,0,3.102304481,0.546163103
TCGA-FB-AAPY-01,0,0.029363599,0.484052366,0.10235522,0.309020496,0,0,0.369915173,0.180730108,1.267429152,2.132281898,0.695550246,0.182381911,0.629265279,0.030552653,0.480557321,0.045413392,0.08000578,0.699778072,1.31748153,0.010395893,0.023834668,0.054508427,0.024289859,0.139782078,0.068661001,0.471654657,0.945617876,3.591872831,0.246134684,9.488634785,0.346919237,0.01717408,0.422964446,0,0,0.128915885,0.044227735,0.009491517,0.862090445,0.018125088,0.48386104,0,1.307070595,0.025652256,0,0,0.035827135,0,3.059448283,0.918567944,0.560482135,0.158812757,0.134330967,0.148349949,0.078927687,0.002089916,0.015224082,3.715022062,4.206729027,0.018394717,0.008326827,0,0.253613546,0.074689959,0,0.052329799,0.344545013,0.098436595,0,0.097559959,0.721311366,0,0.048727431,0.950052031,0.054135947,1.552010427,0,4.967085983,0,0,0.109587155,0.728052594,0,0,27.04229945,0,0,0.195866949,1.310506445,0.511669146,0.006504269,0.383320839,0.058789244,1.436807311,0.063172019,0.322264536,0.022332048,7.085495141,0.028894727,0.068590471,0.912449148,0.004342948,0.039324396,0.169428906,0.090900382,0.007345745,1.014606945,0.037034289,0.116093,0.082924195,0.050324049,0.234831339,6.520505185,0.009829652,5.442299101,0.681181572
TCGA-HZ-A9TJ-06,1,0,0.015252186,0.903041658,0.65532855,0.006673491,0.012806368,0.032596715,0.096371716,0.078445513,0.464755137,0.425435067,0.613906511,3.804589581,0.024819479,0.387934393,0.135542526,0.097055879,0.169781674,0.014749457,0,0,0.047231975,0.028063135,0.065219675,0.069411171,0.282192382,0.837006405,1.452179933,0.55858422,4.890992896,0.079107423,0.007440737,0.04193031,0,0,0.053424902,0.08622827,0,0.158456253,0.007852765,0.117395416,0.014544789,0.547226282,0,0,0,0.023283368,0.295415159,0.286598448,0.122453268,0.177453465,0.220179975,0,0.02881212,0,0.001810929,0.009893839,0.764065447,1.301207438,0.035863121,0,0.012961283,0.073252701,0.097079143,0,0.347638686,0.110234187,0.018954683,0,0.036229912,0.071431073,0,0.06098834,0.045734858,0.040207901,0.273168403,0.003292316,2.282942728,0,0,0.156285238,4.235795868,0,0.013990852,10.06420751,0.023474184,0,3.918994386,2.540460466,0.088673056,22.48200131,0.144413251,0,0.715691307,0.328434262,0.109342811,0.006450298,1.526057272,0.045067508,0,0.124371007,0.01881599,0,0.023180757,0.129401098,0.02546058,0.128882795,0.022921785,0.262665985,0.048991676,0.014535393,0.101741588,0.504286604,0.019874095,2.651554696,0.110671708
TCGA-YB-A89D-11,0,0,0.171917704,0.346620029,0.598468359,0.006997342,0.013427835,0.176589271,0.195781359,0.987027808,1.897520707,7.702324722,1.12169186,0.880069188,0.069397116,0.287344274,0.123782052,0.130841752,0.220406755,0.194861753,0.018890537,0.02165517,0.181588177,1.305733631,0.039076946,0.051985398,2.373894917,3.676785406,4.454698933,6.101837392,29.37882778,0.398142472,0.023405463,0.12212529,0.010693982,0,0.076387508,0.090412756,0.017247181,0.569642809,0.008233844,0.193430884,0,48.73149219,0.015537702,0,0,0.085446421,0.221250763,1.294829476,0.224692441,0.396612082,0.187577707,0.075106109,0.130136739,0.250986238,0.001898809,0.179815429,1.254250063,7.167522752,0.012534496,0.022696206,0,0.318202535,0.169650333,0.106229951,0.031696426,0.211903327,0.059623547,0,0,0.149794961,0.012174786,0.098381512,0.28293025,0.04215911,0.962093294,0.006904172,3.668038267,0,0,0.141052184,165.7474244,0.224277114,0.029339601,61.32281822,0,0.012766616,0.647114231,2.957595356,0.092976183,0.005909503,0.280129476,0.021365367,1.977675645,0.382636135,0.440957692,0.006763318,6.062612103,0.123386866,0.031159198,0.288757214,0.003945818,0,0.081018909,0.017697479,0.013348066,0.511590905,0.024034133,0.070318121,0.119861336,0.032658785,0.366708732,435.8805555,0,3.794514988,0.317182521
TCGA-3E-AAAZ-01,0,0,0.109240513,0.115497181,0.13062657,0,0,0.123600165,0.045677762,0.179414017,0.804005094,0.292759377,0.209989425,0.583347524,0.041826869,0.434843007,0.007368457,0.070098344,0.122624351,0.216250926,0.015180881,0.014502171,0.126029193,0.005911653,0.054955521,0.041776691,0.112057929,0.742399853,1.371958316,0.36798247,2.900317308,0.128871439,0.025078909,0.126931305,0.008593936,0,0.069571709,0.104950187,0.006930121,0.591297085,0.006616911,0.113051359,0,1.131072415,0.006243232,0,0,0.013079383,0,0.436820221,0.309545386,0.149526161,0.063775405,0.01508926,0.06816437,0.05762813,0,0.083367644,0.45647767,1.301066892,0.003357672,0.006079735,0.054607301,0.061724324,0.027267001,0.007760808,0.114623977,0.139328597,0.031943259,0,0,0.082760398,0,0.079061702,0.14644132,0.011293351,0.507571244,0,1.635108753,0,0,0.111685906,0.037969936,0.060078125,0.005894499,10.96698067,0,0.010259554,1.430099685,3.674062479,0.074717852,0.009498032,0.127770044,0.025754569,1.363160346,0.230621563,0.164424893,0,5.104771103,0.145570318,0.025040266,0.127254379,0.009512858,0.014356124,0.055342399,0.1232583,0.021453641,0.337434022,0.115886376,0.065927516,0.118340171,0.017496913,0.144668838,1.560941249,0,0.756882136,0.217593591
TCGA-XD-AAUH-01,0,0.164025783,3.043148504,0.54057193,0.526944066,0.025812777,0.066045973,2.220456305,0.116488017,1.762748211,2.550955056,1.033048857,0.125389518,2.851568446,0.174934568,0.412985383,0.050736064,0.160889129,1.235236885,4.552611136,0,0.177521391,0.426279579,0.013568375,0.024025419,0.370757303,0.514388829,0.318070647,4.611176114,0.14403865,7.67319603,0.414778462,0.1726827,1.569787107,0,0,0.169073366,0.209998633,0.01060397,1.517662038,0.07087303,0.497326176,0,16.88155634,0.019105885,0,0,0.040026252,0,1.988869977,0.434173645,1.071719846,0.514536536,2.204951243,0.34576228,0.1763568,0.028018376,0.212605239,9.697820049,4.576251142,0.046239004,0.05581663,0,0.269845999,0.041721995,0.023750056,0.038975406,1.332440932,0.073315898,0,0,1.036096199,0.089824114,0.139120677,3.142931605,0,4.867601391,0.004244846,4.807621031,0,0,0.765195675,28.52653647,0.091927204,0.018038672,42.68113207,0,0.015698427,0.338181799,4.504936106,0.97178678,0,0.521345298,0.078815559,2.864383462,0.141152178,1.147342115,0.024949474,5.500991753,0.061334528,0.076629611,1.133931169,0.019407851,0,0.752165991,0.029015529,0.008206703,6.005896058,0.011821397,0.165727355,0.442161291,0.131185307,0.713276909,0.636917194,0.018302892,4.966580257,1.036888928
TCGA-2J-AABR-01,1,0.037730335,0.203555831,0.203257986,1.525590341,0.009896053,0,0.185293146,0.42872596,0.997080567,1.783430979,1.072484785,0.423630927,0.699545349,0.058887291,0.311381447,0.200994655,0.185044104,0.875191944,0.454933895,0,0.020417344,0.163426253,0.015605453,0.069081146,0.058816646,0.346311939,0.444214804,2.390714891,0.105422412,5.779192624,0.594358536,0.220675882,0.412217358,0,0,0.100829595,0.142074487,0.012195989,0.872757572,0.069868716,0.323299761,0,2.991435565,0.010987166,0,0.047272057,0.063298901,0,1.281231824,0.635546539,0.463964362,0.132641714,0.106219477,0.341801632,0.0507085,0,0.03423344,0.970500926,3.581557323,0.04136305,0,0.019220157,0.775897837,0.239929482,0.081947262,0.156894326,0.626616497,0.098376983,0.137498049,0,0.423697693,0.017218299,0.062611615,0.549340084,0.009937316,1.023083361,0.004882143,3.644232855,0.062173031,0,0.378433446,4.644092995,0.105728629,0.031120342,14.07980026,0,0.018055299,0.320315456,2.493491706,0.197238581,0,0.867303308,0.090648476,1.978866399,0.189401287,0.364198933,0,7.004196577,0.040840651,0.044067171,0.922142607,0.011160817,0.025264659,0.068749025,0.075086449,0.04719405,0.614311094,0.013596194,0.12431003,0.106552256,0.178593504,0.405467377,9.553546431,0.004210157,4.316194926,1.225384299
TCGA-F2-7273-01,1,0,0.034512764,0.175149392,0.527247095,0.004026887,0,0.042616944,0.399796203,0.398968354,1.781082666,2.678383354,0.495143411,0.547134751,0.036941923,0.184691372,0.561965758,0.092030729,0.219533298,0.359561978,0.010871279,0.008308195,0.118752082,0.008466864,0.033732475,0.053850558,0.489308108,1.212150077,3.671634065,0.091924992,11.13186255,0.89422883,0.022449275,0.16773887,0.006154259,0,0.096712222,0.023125095,0.009925547,0.095614939,0.108985013,0.141676397,0,2.723326291,0.008941763,0,0.019235874,0.081955662,0,1.39113289,0.30479701,0.408587672,0.278175587,0,0.209965471,0.144439589,0.001092742,0.031840503,1.141284824,4.220281071,0.091370404,0.004353799,0.078210377,0.366243534,0.175737141,0,0.018240915,0.393558936,0.01715632,0.02797525,0,0.091593041,0,0.039632171,0.488468962,0.01617471,0.481822502,0.011919806,1.254662533,0,0,0.159960236,3.154144083,0,0.016884591,23.83672767,0,0,0.335165876,1.416553897,0.080260028,0.003400849,0.370349997,0.073773084,1.309073008,0.24222279,0.841487714,0.003892209,9.003356853,0.033237633,0,0.24658424,0,0,0.039631604,0.023764273,0.019204132,0.486061624,0.008298814,0.037094971,0.082774525,0.073925984,0.188014341,2.862850351,0,2.892488014,0.658905966
TCGA-IB-AAUO-01,1,0,0.036710179,0.077625455,0.655793757,0,0,0.023246333,0.128863965,0.443551116,1.434661398,0.409588428,0.221070945,0.045876063,0.030090001,0.883266292,0.079512368,0.014831863,1.02917769,0.176711956,0,0.018410781,0.025262597,0.041277252,0.01993345,0.02121452,0.256761342,1.065014461,3.106864495,0.097777824,3.11189042,0.152321647,0.087554911,0.161141696,0.010910164,0,0.16625431,0.102489423,0.026393758,0.653803125,0,0.358802102,0.015558915,0.346741527,0.007925901,0,0,0.012453393,0.045144685,0.568077191,0.491217163,0.524520021,0.058882971,0.009578051,0.111429864,0,0.009685972,0.007055787,0.31152691,1.935359303,0.017050513,0.007718339,0,0.089554513,0.242311822,0.059114959,0.29103462,0.378327293,0.030414429,0,0,0.171926007,0.024841807,0.060222197,0.259295567,0.028674247,1.670869783,0,3.967246981,0,0,0.129089996,4.049098483,0,0.007483178,12.63602536,0,0.026049395,0.214563657,1.958379653,0.047427864,0.006028966,0.710618913,0.217972751,0.741667661,0.234222753,0.016195385,0,3.245983213,0.040174843,0,0.256582341,0.028179092,0,0.061992551,0.300920666,0.027235803,0.329900978,0.049039983,0.095652835,0.059395267,0.079965585,0.197264261,1.959626206,0.003037115,3.233718,0.284131733
TCGA-F2-7276-01,0,0.020014236,0.491895952,0.653257306,2.488741384,0,0.010073566,0.128203868,0.4737911,0.511275932,2.300910766,0.819892015,0.143436411,0.954198419,0.057267914,0.240761769,0.154768895,0.11997031,0.372035747,1.357435416,0.007085844,0.035199051,0.111458873,0.005518658,0.175893229,0.116998388,0.497528464,0.89403017,3.285273973,0.175754293,9.620395112,0.709380712,0.152176144,0.759822209,0,0,0.095509891,0.06782768,0.00646942,0.498570597,0,0.290223828,0,6.282792248,0.046625558,0,0,0.057996988,0.033196479,0.875237944,1.059547309,0.389371392,0.221905969,0.042258471,0.35041703,0.107594263,0,0.054477875,4.256393389,2.942670763,0.006268922,0.017026701,0.061172544,1.259430834,0.127271737,0.028979543,0.047557339,0.1625829,0.059639473,0.036468248,0.018999112,0.196658402,0.018267057,0.022141753,1.079259499,0.015813889,1.022038037,0.005179512,1.679579277,0,0,0.361024055,8.82599758,0,0.016507934,18.54558237,0.003692987,0,0.206322758,3.05477147,0.592881488,0,0.374867917,0.128226443,1.442603244,0.200937629,0.623239649,0.010147686,4.564884612,0.066961819,0.023375641,0.265541252,0.002960154,0.053607035,0.267433816,0.05310662,0.015020585,1.589493379,0.014424332,0.083525074,0.182409172,0.277673824,0.260099286,11.05832472,0,3.824968806,0.586170579
TCGA-IB-7646-01,0,0,0.024893218,0.017545972,0.345021643,0,0,0.059112628,0.019661133,0.268256611,0.652233171,0.871802605,0.178567458,0.019998396,0.005401077,0.13553689,0.014272262,0.015086257,0.101164244,0.125178088,0,0,0.034261197,0.015267358,0,0.021578389,0.278811581,1.23666643,1.401610568,0.066303264,4.705613646,0.407419688,0.024288175,0.040553957,0.011097294,0,0.042276471,0.010424731,0,0.172411833,0.025633123,0.364956227,0.015825779,1.419053724,0.008061845,0.038016274,0,0.07177962,0,0.412729125,0.449678208,0.132108852,0.007486615,0.009742332,0.25923761,0.037207417,0,0.01076521,0.388421508,1.306712785,0,0,0.070514056,0.09109054,0.070419406,0.020042964,0.032891823,0.059971373,0,0,0.039420757,0.174874859,0,0.020418373,0.024881412,0.007291516,0.201961885,0.003582278,0.56498968,0,0,0.010762634,4.045002576,0,0.038057641,17.98338881,0,0,0.402911675,1.298938374,0,0,0.542105515,0.166283542,0.478590646,0.436773536,0.470400405,0,2.646719913,0.010897044,0,0.338311565,0.004094631,0.074151884,0.050444671,0.018364921,0,0.155258825,0.004988111,0.036485047,0.049752712,0.036149842,0.138377732,6.685184038,0,1.033743008,0.176614242
TCGA-3A-A9IR-01,0,0,0.007136493,0.02263569,0.11869471,0,0,0.015251992,0.011273073,0.041948147,0.239648437,0.026541456,0.09669689,0.733852708,0.089807397,0.163196404,0.036824691,0.103799799,0.215624991,0.046928607,0,0.006442331,0.449363099,0.013130731,0,0,0.048565597,0.173143897,0.804887131,0.047520248,0.420812721,0.113510629,0,0.00581309,0,0,0.186344949,0.089658172,0,0.169466573,0.749558381,0.062776313,0.040833009,0.558485762,0,0,0,0.014525706,0,0.485123989,0.143239603,0.052440262,0.128777667,0,0.031110417,0,0.557545026,0.006172432,0.111354314,0.414924887,0,0,0.14554992,0.058756994,0.333104179,0.017238004,0.056577398,0.124648133,0.008868889,0,0.011301309,0.108623366,0,0.013170657,0.098436891,0.062710876,0.154033944,0,6.205963454,0,0,0.175872198,2.024096079,0,0.006546315,9.973407302,0,0.056970297,0.101069864,1.566742294,0,0,0.054056728,0.019068347,1.806911952,0.221973955,0.012593591,0.006036184,0.997338939,0.065604222,0,0.523738357,0.021129588,0.047830892,0.021692536,0.052649329,0.095303974,15.53264279,0.072930647,0.031379061,0.907758246,0.003886346,0.095209707,0.067415865,0.005313761,3.13600436,0.17951528
TCGA-HZ-8317-01,0,0,0.056818642,0.098943578,0.796774935,0,0,0.023810165,0.079193709,0.098229036,0.593603077,0.292112206,0.442210215,0.612196551,0.03770896,0.293244215,0.022995081,0.109379549,0.145276441,0.046542353,0,0.006034345,0.19320248,0.021523558,0.016333543,0.060841398,0.105195599,0.370694572,1.174703942,0.053413008,2.627753942,0.138681026,0.013044149,0.031308478,0.008939829,0,0.149000906,0.092378235,0.036045239,0.615095925,0.006883232,0.102901321,0,4.479088644,0,0,0,0.044218878,0.036991722,0.99007827,0.429338845,0.266062738,0.108560081,0.070634612,0.098105431,0.269764102,0.001587344,0.078050763,0.183901533,0.841745441,0.083827522,0,0.011361033,0.137589938,0.056728916,0.00807317,0.052994411,0.225456574,0,0,0,0.109570851,0,0.04112191,0.216476576,0.011747892,0.257860583,0.005771668,1.887294741,0,0,0.331202836,19.86757983,0.031248091,0.024526974,13.36250211,0,0.010672485,0.135241736,4.846013336,0.077725136,0,0.056962543,0.089303841,1.646739347,0.239903742,0.508704743,0.011307837,2.473555714,0.05706032,0,0.140163015,0,0,0.098207391,0.118356245,0.033475677,0.06051987,0.004018354,0.171452505,0.051531568,0.251175705,0.111475219,5.719267661,0,1.960793198,0.168146765
TCGA-H6-A45N-01,0,0.047754753,0.608311341,0.302659725,0.476116811,0,0.072107775,0.438455897,0.090438734,0.904426748,1.990237005,0.771871316,0.376469399,0.586436867,0.080743881,0.313952915,0.172332842,0.442392346,0.629730152,1.096241115,0.050721303,0.045223402,0.177296831,0.013167735,0.122409044,0.130275949,0.377444062,1.372518299,2.920776209,0.400294979,8.116960942,0.52461019,0.083791905,0.539226111,0,0,0.127618596,0.107893005,0,1.402039204,0.176863696,0.440672559,0,2.218766576,0,0,0.059831575,0.094683167,0,1.052086475,0.804402291,0.560939128,0.387421724,0.067220247,0.318220511,0.385086203,0.006797766,0.068088087,2.803457571,3.914212627,0.112184204,0.027084252,0.072980047,0.274972026,0.121470145,0,0.113473677,1.077581064,0.071151063,0.087014671,0.022666314,0.234617335,0,0.08805182,0.866969033,0.050310081,1.321194611,0,4.725875129,0,0,0.408430746,4.186462858,0,0.013129526,15.74354089,0,0,0.492294202,2.076660378,0.33285612,0.010578055,0.989315435,0.172098747,2.560592527,0.308214691,0.524106857,0.048425556,6.851522727,0.03289455,0.111550395,1.050428602,0.007063045,0.159885614,0.2247879,0.16895264,0.035839706,1.226761489,0,0.062934981,0.183902302,0.074048661,1.002519176,11.60889005,0.02664368,6.484210138,0.941649201
