Tags,Metastasis,ENSG00000227217,FCRL2,LEFTY2,TMEM217,ENSG00000247699,ENSG00000236911,TNFRSF13B,AC108938.5,CLECL1,FGD2,CD300LB,SIGLEC11,DNASE1L3,KCNT1,SLC9A5,ITGAD,ENSG00000242797,PATL2,FCRL3,UMODL1-AS1,ENSG00000216863,ENSG00000227467,ENSG00000267432,BFSP2,ENSG00000233665,KMO,CD68,DOK3,TM4SF19,FGR,LILRA1,KLRC4-KLRK1,FCRL5,TLX1NB,ENSG00000250456,CD160,ENSG00000226239,ENSG00000223991,ENSG00000272789,CD5L,ENSG00000261644,ENSG00000205015,CD36,ENSG00000231236,HIST2H3C,ENSG00000253745,ENSG00000237484,ENSG00000236054,CFP,KLRF1,TRG-AS1,CRHBP,KRT72,KLRD1,ENSG00000264345,CHRNA4,ADRA1A,CD22,PARVG,ENSG00000248115,ENSG00000262319,ATP4B,ENSG00000237928,ENSG00000253988,NKX2-5,IDI2-AS1,C11orf21,ENSG00000241560,ENSG00000231808,TEX101,LINC00528,ENSG00000228835,ADAD2,TLR10,ENSG00000225411,PARP15,FAM9C,ATG16L2,ENSG00000253782,OR5AK2,GDF7,HBA2,ENSG00000256609,TRAPPC3L,HMOX1,LMAN1L,LRTM1,FGFBP2,AIF1L,ENSG00000269553,NR5A1,FCRL6,NCR1,CCM2L,H3F3C,CR1,ENSG00000231749,BMF,SCN11A,ENSG00000249988,ENSG00000242258,KIR3DX1,SPIC,KLHL14,CASP16,ENSG00000233024,P2RX5,ENSG00000261924,GPR182,ENSG00000257950,STAB2,PTGDR,MMP12,ENSG00000261606,IL34,TBX21
TCGA-Q3-AA2A-01,0,0,0.073101638,0.07728848,0.619173815,0.01066171,0,0.147552053,0.086605579,0.214844908,2.345701936,0.362498124,0.223348198,0.07830328,0.071373816,0.517424431,0.083824096,0.088604861,0.419786656,0.179086715,0,0,0.025152931,0.050438535,0.059540755,0.047525461,0.611479345,1.097927164,3.47046275,0.308285661,6.776231486,0.151660413,0.011887477,0.071950872,0,0,0.077593404,0.091840061,0.013139591,1.663577072,0,0.160760038,0,1.526147565,0,0,0,0.030998331,0,0.383807564,0.953715303,0.171594148,0.065955777,0.057218831,0.074357521,0.054631809,0.002893178,0.02634434,0.655368828,2.513113728,0.025464744,0,0,0.083592894,0,0.073572924,0.193180819,0.16877443,0.045423598,0.074068126,0,0.185444642,0,0.044970577,0.153440634,0,0.464395182,0,4.845157415,0,0,0.069532413,1.043876023,0,0.011176039,16.41189532,0,0.019452235,0.123249362,1.732794392,0,0,0.092287055,0.097661935,1.214866152,0.087452244,0.190813448,0,3.524157915,0.028000309,0,0.127734254,0,0,0.030861719,0.017976861,0.020338179,0.117660489,0.029296259,0.098213777,0.067834111,0.03649179,0.345407049,7.678422112,0.027215375,1.186682171,0.153236583
TCGA-2L-AAQA-01,0,0,0.056202268,0.029710605,0.136319248,0.012295462,0,0.015014317,0.07768182,0.113559769,1.946726998,0.111043387,0.072792388,0.062082707,0.038106859,0.511467605,0.020139358,0.166046187,0.346326893,0.09239462,0.008298432,0.003170969,0.065266318,0.058167507,0.008583064,0.045673373,0.164342719,1.103839247,1.31934562,0.102915409,1.953647623,0.034008366,0.02741812,0.050071904,0.122141854,0,0.035793386,0.035304405,0,0.437917584,0.014468194,0.061798059,0,0.388185287,0,0,0,0.003574837,0.038877335,0.112596442,0.126906729,0.068830768,0.006338545,0.016496696,0.039813304,0,0.001668257,0.009114368,0.132696758,0.662976232,0.011012567,0.013293634,0.011940149,0.028920687,0,0.033938762,0.570881365,0.39350455,0.139690944,0,0.022250397,0.065803489,0,0.017287222,0.050558052,0.012346728,0.822692974,0.003032936,2.602051851,0,0,0.045560934,0.747207841,0.032840928,0.006444303,12.94290328,0.004324962,0.011216504,0.184776197,1.079629236,0,0.010383952,0.086473323,0.028156802,0.412066687,0.134470706,0.068185386,0,4.563236984,0.006919489,0,0.171858951,0,0,0.003559083,0.129572214,0.017591032,0.042403203,0.004223186,0.010296692,0.036105555,0.216156809,0.205025707,20.02336259,0.005230956,1.098001789,0.129139976
TCGA-YY-A8LH-01,0,0,0.194711891,0.042013034,0.381859646,0.013909367,0,0.322716909,0.018831076,0.14014435,2.210162465,0.125618972,0.03800637,0.1085399,0.025865265,0.901285412,0.027339427,0.101145398,0.400211356,0.276676843,0,0.003587192,0.024611064,0.021934197,0.058258074,0,0.152111773,0.688637583,0.771275997,0.052920052,0.948831847,0.071448582,0.038771288,0.163459425,0.053143933,0,0.086044726,0.029953853,0.008571017,0.896435859,0.016367293,0.087387111,0,0.788859825,0,0,0,0,0,0.408481274,0.095709693,0.077865513,0.021511633,0,0.051968318,0,0.003774467,0,0.730992689,0.57817235,0.020763467,0,0,0.076339256,0.033723214,0.009598393,0.031503191,0.354210201,0.04938338,0,0.037756485,0.204712399,0,0.034223607,0.128687209,0,0.60585435,0,2.204199678,0,0,0.140192268,7.912821253,0,0,5.699601775,0.004892657,0,0.112554599,0.341368787,0.04620468,0.029367381,0.19564767,0.031852671,0.769155208,0.323257904,0.066616952,0,4.531231081,0.028701725,0,0.157385355,0.007843526,0.017755332,0.016104996,0.140716702,0.019900035,0.196673141,0.019110089,0.052417073,0.057863439,0.032459683,0.132535678,3.893249689,0.005917573,1.683170468,0.176846908
TCGA-YH-A8SY-01,0,0,0.034866862,0.018431918,0.209411365,0,0,0.037258434,0.254731172,0.243374139,0.492192205,0.340394147,0.090318138,0.02100817,0.05673792,0.345781276,0.024988181,0.031696008,0.194062477,0.026974088,0,0.007868846,0.062984495,0.112267743,0.031948657,0.056669854,0.107516419,0.845931549,1.755883875,0.139302201,1.910022042,0.072336582,0.008504851,0.13668026,0,0,0.049962518,0.043804418,0.009400671,0.077621737,0,0.210861136,0,0.431520071,0.033875641,0.01331194,0,0.035484223,0.144712735,0.216784484,0.227444011,0.106753382,0.023593907,0.030702748,0.176062727,0.039086123,0.004139826,0.007539184,0.153907559,1.263182576,0,0,0,0.035883733,0.036987539,0.052637472,0.017276311,0.089249285,0.021665428,0,0.027607481,0.234733883,0.013271868,0.058985723,0.062730586,0,0.304228722,0,2.714319636,0,0,0.024873352,0.669578162,0,0.023987566,10.6968886,0.010732509,0.013917029,0.317441856,0.499216607,0.05067718,0,0.04951982,0.058226554,0.73283081,0.291981104,0.065374225,0.036863835,5.261234686,0.014309083,0.033966985,0.162465764,0,0,0.017663921,0.006430739,0.02182631,0.036828643,0.005239975,0.025551519,0.067197683,0.004746893,0.283461378,2.893791377,0.006490379,1.668398071,0.075899449
TCGA-2J-AAB1-01,0,0,0.034195888,0.280196845,0.221180052,0,0,0.054812155,0.054017115,0.138189338,1.754380726,0.103332556,0.183973985,0.281586517,0.037097375,0.231404375,0.122536557,0.062172107,0.344402978,0.224867514,0,0.00385871,0.052947796,0.003932403,0.041778454,0.011115861,0.207258654,0.918543883,1.699670751,0.056925619,6.273262208,0.271954089,0.025023553,0.041781818,0,0,0.059890167,0.128884352,0.009219766,0.532895953,0.026409222,0.225603653,0,1.145675498,0,0,0,0.021750855,0,1.001642094,0.137272064,0.266982532,0.038566447,0.010037303,0.149071594,0.153335816,0.006090239,0.014788201,0.463368439,1.518619786,0.008934029,0.016176843,0.014529805,0.117310635,0.036275755,0.010324905,0.016943848,0.494297121,0.021248501,0,0.013538103,0.110103635,0,0.052591462,0.205078019,0,0.906900468,0,1.753815101,0,0,0.255035415,3.056147621,0,0.007841984,7.497451972,0,0,0.328629322,1.464749139,0,0.01263609,0.299495677,0.079948468,1.303739705,0.24545336,0.203663132,0,2.663347701,0.053328139,0,0.288802466,0,0.057297748,0.034647997,0.075683839,0.021406287,0.448918964,0.010278274,0.062649522,0.080549992,0.081472034,0.270878109,12.27537488,0,2.488325114,0.537613909
TCGA-YB-A89D-01,0,0,0.049009671,0.150739383,0.230542586,0,0,0.069828427,0.147797094,0.733288854,0.953111169,0.729090929,0.326704929,0.257712631,0.056068171,0.220406626,0.091960934,0.048602885,0.151150117,0.130980489,0,0.020110243,0.045990893,0.04098861,0,0.081104763,0.39416346,1.441286109,1.575290654,0.142404662,6.999379763,0.351251205,0.026082798,0.183274766,0,0,0.073775369,0.055975007,0.009610037,0.476102911,0.018351415,0.195961198,0,1.900426471,0,0.054433666,0,0.049877448,0.44380709,0.842127833,0.28616556,0.332849348,0.152756054,0.020924362,0.069921802,0.119869882,0.008464052,0.003853546,0.885468445,2.762269595,0.023280514,0.008430804,0,0.158959301,0.07562261,0.010761957,0.088305399,0.15563958,0.088591795,0.054171966,0.028222339,0.250394865,0.027134904,0.027408827,0.224446903,0.031321109,0.413308393,0.003846968,2.594319776,0,0,0.090151398,49.86251006,0.124966014,0.040869673,17.59739709,0.005485769,0,0.090142151,1.382156971,0.155417502,0,0.236239258,0,1.332793693,0.234523099,0.220146553,0,4.339963129,0.038032194,0,0.249126166,0,0.019907719,0.063200627,0.052591687,0.037187356,0.236650039,0,0.163253679,0.07632697,0.174694092,0.289774472,38.44509839,0,5.318508028,0.344843731
TCGA-FB-AAQ3-01,0,0.037668541,0,0.107430932,0.333828329,0.009879846,0,0,0.0713373,0.447951403,0.974506317,0.293925411,0.116982605,0.154192129,0.002449619,0.231836351,0.019419239,0.082107129,0.185524079,0.030570401,0.013336177,0.010191952,0.023308371,0.020773193,0.041380803,0.014680079,0.360150785,0.600012195,1.255586787,0.075178395,2.309534814,0.101500083,0.011015723,0.006897356,0.015099288,0,0.050332229,0.01418418,0.012176015,0.100537867,0.011625714,0.099313928,0,0.770627969,0,0,0,0.011490042,0,0.343182142,1.744890538,0.179750995,0.020372996,0,0.090232216,0.151876352,0,0,0.134442259,1.138019896,0,0,0,0.170417958,0.143721917,0.054542033,0,0.299195329,0,0,0,0.079313206,0,0,0.135417378,0,0.134805086,0.009748294,1.50434611,0,0,0.082006064,2.635125685,0,0,9.295969472,0,0.018025729,0.159895424,1.891303405,0,0.008343879,0.096209206,0,0.695331859,0.2161041,0.0448277,0.009549416,3.574991445,0.018533529,0,0.184126467,0.005571269,0,0.022878809,0,0.018846702,0.040886999,0.013573926,0,0.058024225,0.030741553,0.084726274,2.925362229,0,1.329819276,0.14199916
TCGA-HZ-8003-01,1,0.039855677,0.334478802,0.050519403,0.248351689,0,0,0.289340989,0.283047501,0.570508196,1.748690864,0.621983008,0.728367838,0.523023468,0.03369405,0.220210155,0.202043255,0.054296555,0.652209628,0.73932342,0.035276277,0.021567448,0.08015058,0.005494835,0.021891741,0.085428441,0.350577132,1.097187281,2.541049496,0.286356429,6.361271237,0.524575692,0.157346892,0.60693659,0,0,0.129332726,0.022511627,0.006441493,0.301396863,0.006150367,0.328376122,0.01139163,2.871724669,0,0.045607795,0.024967441,0.048628738,0,0.50174953,0.455556716,0.592508199,0.091612604,0,0.302036599,0.187477148,0,0.05682569,2.030717608,2.122001707,0.021846511,0.022604267,0.020302825,0.0409802,0.202755727,0,0.047352043,0.521616751,0.044536516,0.072621642,0.009458548,0.251755027,0.009094101,0,0.719982363,0.010497082,0.998425602,0.002578577,1.723164848,0,0,0.268049767,1.905809084,0,0.021915563,14.28251804,0.003677045,0,0.193347861,1.527918791,0.138899325,0,0.684291088,0.079795571,0.601409381,0.15719803,0.744395588,0.035363582,3.111464737,0.052946014,0.023274733,0.445296778,0.002947376,0.040031718,0.139191481,0.022032237,0.004985248,0.46866091,0.003590516,0.048147875,0.079299636,0.204916883,0.268937121,2.402017014,0.008894628,1.968492061,0.895685445
TCGA-L1-A7W4-01,1,0,0.031050301,0.024621513,0.717265365,0.006792925,0,0.038710105,0.300420393,0.022814123,0.283843641,0.15878462,0.043309446,0.037417191,0.062317044,0.521672567,0.057857672,0.014113266,0.25511555,0.06305638,0.009169338,0,0.024038636,0.096408136,0,0.010093343,0.082541007,0.331826159,0.696327644,0.15506756,1.06803786,0.02147285,0.015147803,0.107492198,0.031144717,0,0.024718652,0.029257158,0,0.184333831,0,0.034141831,0,1.01893874,0,0,0,0.015800043,0,0.107252803,2.975894153,0.066547637,0.021011295,0.009113999,0.157918721,0.034807718,0.003686677,0.02685575,0.168935267,0.532973078,0,0.044066337,0,0.053259775,0,0.440631802,0.246163675,0.112207019,0.038587819,0,0,0.099975502,0,0.042978345,0.088451389,0.034106242,0.110509923,0.003351238,2.321521708,0,0,0.036246585,10.43499607,0.072575057,0,6.848595845,0,0.024787314,0.078526212,11.16245883,0,0,0.058799111,0.020741208,0.220067661,0.222874774,0.089039752,0,8.368728875,0.028034153,0,0.045213158,0.003830547,0,0.007865206,0.143170603,0.012958121,0.262378752,0.02333201,0,0.056517596,0.054954821,0.200652207,0.209514974,0.005779936,1.564897646,0.135182844
TCGA-3A-A9I9-01,0,0,0.016174366,0.102604446,0.971437055,0.01415397,0,0.017283791,0.198009705,0.487246914,1.542938625,0.398522711,0.683253561,0.142933513,0.035093491,0.445357701,0.046367006,0.102924086,0.197194376,0.106360437,0.038211091,0.003650274,0.041739768,0.048359826,0.009880428,0.052577086,0.227020534,1.354778673,2.829663631,0.398494994,7.111860524,0.134224685,0.039453099,0.098812238,0,0,0.051504624,0.101602018,0.017443485,0.456100047,0.033310238,0.106708624,0,1.854170039,0.007857275,0,0,0.032921507,0,0.607853614,1.233642031,0.123804397,0.160526114,0,0.071684766,0,0,0.013989389,0.60105537,2.303740082,0.00422572,0,0.01374495,0.210850374,0.137265009,0,0.032057189,0.219185969,0.010050362,0.049164631,0,0.274593566,0,0.039800509,0.232800413,0,0.531088713,0,3.206604271,0,0,0.285315226,3.631749905,0,0.007418385,13.02836134,0,0.012911923,0.409049726,0.907026662,0.04701721,0,0.222059941,0.032412815,0.924986818,0.154796491,0.194445792,0,7.029016774,0.026551326,0,0.169573816,0,0,0.004097053,0.089494543,0.026999982,0.170844158,0.019446148,0.082971547,0.076198933,0.114505737,0.209042887,5.609700086,0.006021636,1.804361757,0.367737895
TCGA-HZ-8519-01,0,0,0.18137498,0.26515391,0.18621253,0.007837965,0.007520491,0.076569193,0.1379477,0.638354681,2.124364587,1.028488009,0.374792085,1.51107406,0.072875728,0.211092793,0.421092953,0.122133643,0.619586968,0.471189031,0.063479831,0.008085568,0.203403197,0.006179989,0,0.058230642,0.228574366,0.605356603,2.335180398,0.465201195,7.524491812,0.693736015,0.183520877,0.132236869,0.047914796,0,0.211058582,0.118153531,0,0.664663137,0.004611506,0.187122902,0,9.972131281,0.026106477,0.10258931,0.037440859,0.054692281,0.024783063,1.517209811,0.431461328,0.606056908,0.690946142,0,0.19327628,0.040162624,0.005317305,0.081341675,2.10739331,2.395754321,0.042120966,0.02965994,0.038057325,0.251958901,0.209034326,0.070313361,0.026628197,0.749842591,0.011131066,0,0.049643719,0.314607218,0.006818699,0.027550133,0.424350452,0.019676615,1.328582798,0.005800201,2.753588999,0,0.011371345,0.248613602,1.627430798,0.083740184,0.032864301,13.6381248,0.002757025,0,0.579884025,3.70831607,0.520729189,0.006619439,1.187285946,0.137609496,2.530478159,0.40717377,0.420830031,0.03787913,4.287483574,0.086748764,0.017451248,0.292145625,0.008839695,0.060031059,0.074870468,0.059470676,0.011213723,0.335180578,0.024229318,0.167377239,0.197555219,0.206079922,0.862602581,4.89538233,0,3.991693555,0.831891772
TCGA-IB-A5SQ-01,1,0,0.273839254,0.142534494,0.57612682,0.007373324,0.014149341,0.312130467,0.192991349,0.383832721,1.087766564,0.89309389,0.201470913,0.51444629,0.08957931,0.224138714,0.096617125,0.045957384,0.241182345,0.394367961,0.019905565,0.011409374,0.139160208,0.046509073,0.030882474,0.065734417,0.462302217,0.953984866,3.054232448,0.20198016,6.066352583,0.384574201,0.016442058,0.341450396,0,0,0.096590361,0,0.009086954,0.500209081,0,0.12970639,0,3.532875609,0.008186288,0.193015461,0.035221334,0.038587558,0.046627805,1.206076677,0.152206477,0.407603787,0.410517649,0.098927144,0.129783046,0.113345249,0.010004182,0.032794145,1.940947677,1.937397145,0.070442667,0,0.042961506,0.289051911,0.071506399,0.162818772,0.01669977,0.142093211,0.073298451,0.051223334,0.02668617,0.187439458,0.012828963,0.103667754,0.601318453,0.022212203,0.634585205,0.003637574,1.800265079,0,0,0.172674494,49.31418746,0,0.038645098,14.24728574,0.010374346,0,0.068188502,3.317578439,0.097971986,0,0.295181413,0,1.762700451,0.443515564,0.323397278,0.014253449,10.15566774,0.06085888,0.065666893,0.353348985,0,0,0.11098389,0.031080669,0.014065285,0.671306851,0.070911504,0.06174705,0.140736218,0.032119369,0.519900794,53.1017049,0.01568446,2.691048693,0.350529072
TCGA-HV-A7OP-01,1,0,0.060434077,0.012779079,0.089346164,0.010577009,0,0.043052896,0.01909279,0.159853578,0.13830113,0.123618794,0.077069162,0.165072573,0.041959583,0.208710018,0.062368626,0.109876191,0.012813899,0.009350736,0,0.010911139,0.012476554,0.161233018,0.044300806,0,0.092535489,0.36306828,0.405792078,0.064386638,0.246370633,0.025075928,0.023586077,0.017229479,0,0,0.053883882,0,0,0.143509654,0.024892147,0,0,0.045330039,0,0.129210685,0.101049773,0,0,0.260518946,0.024259965,0.007401345,0.043621201,0,0.005269057,0,0.025831738,0.036589072,1.047208053,0.455546993,0,0,0,0.232200645,0.051287846,0.029195374,0.071867296,0.021839169,0.075104561,0.073479703,0.172265502,0.070758232,0,0.014871105,0.02174595,0.010621111,0.088810768,0.005218087,0.862007218,0,0,0.006270911,8.463213623,0,0.022174506,1.842950385,0,0.038595399,0.04890809,2.365106268,0,0.026797975,0.057221184,0.096886074,0.378106612,0.28919164,0.015996977,0,0.808101362,0.027777865,0,0.042239829,0.029822006,0.027003142,0,0.017834047,0,1.072417849,0.021797639,0,0.108707652,0.026328645,0,0.342539319,0,1.13618772,0.187100575
TCGA-2J-AABV-01,1,0,0.009922244,0.041962131,0.330055079,0,0,0.014137101,0.023510326,0.072903411,0.261620492,0.212186451,0.434962017,0.318848211,0.004305654,0.069459368,0.005688813,0.036079589,0.03681691,0.034542702,0,0,0.081937483,0.004564088,0.012122393,0,0.021101038,0.240731127,0.400785785,0.03964195,0.866782528,0.102925981,0,0.018185054,0.013269886,0,0.006319152,0.01246565,0,0.294522936,0,0,0,1.322269676,0,0,0,0,0,0.31257019,0.159322884,0.121517454,0.017904641,0.023299308,0.047579906,0,0,0.004290929,0.17111883,0.530508759,0.031107464,0,0,0.095308453,0.084205887,0.011983455,0,0.071712372,0,0,0,0.069703762,0,0.018311861,0.029752613,0,0.041009658,0,0.765875844,0,0,0.030887296,2.374487954,0,0,7.011531812,0,0,0.080298733,1.1649302,0,0.00733295,0.018789483,0.013255866,0.504389029,0.023740165,0.013132152,0,1.418900879,0.026060864,0,0.011558431,0,0,0,0,0,0.155710551,0.011929334,0.007271328,0.033996077,0.027016962,0.049640661,5.396276272,0,0.764150508,0.124794799
TCGA-Z5-AAPL-01,0,0.181044665,17.26115201,0.091793884,0.52145097,0,0.164022139,7.971044715,0.300007181,7.958012344,8.946323818,0.887970834,0.086499752,6.146661918,0.054158076,0.400122408,0.883560353,0.335433725,6.817008994,13.85332289,0.025638833,0.465358784,0.492914422,0.039936517,0.861842575,1.636904403,1.490948185,0.514070909,16.23668342,0.216795981,10.06524955,0.315216733,0.180010922,5.86321144,0.02902842,0,0.421613862,0.040903683,0.011704209,1.997271146,1.452780236,3.603827875,0,6.864984599,0,0,0.045365903,0.276120435,0,3.226867946,1.503015567,2.70476346,0.734383818,1.707434422,0.534608127,0,0.005154248,0.126718882,65.54330704,16.0790837,0.028353689,0.205360054,0,0.342521182,0.046050958,0.039321449,0.516232688,4.758503991,0.269743206,0.065976854,0.017186206,2.554037323,0.594864157,0.046734274,18.25636028,0.038146451,18.88900435,0.00937056,10.27845421,0,0,1.801792757,7.599053717,0.202930656,0.009955158,50.98976576,0.0066812,0,0.878283879,1.590118129,11.10473871,0.024061693,1.428321079,0.463964014,1.273121201,0.753022484,5.525183149,0,7.759759812,0.228036837,0.296031739,2.895080153,0.091041622,0.727377329,3.249360056,0.024019578,0.009058208,26.35244665,0.058715793,1.010051911,1.041149391,0.656017917,0.678693651,6.048746702,0.060605854,4.572346663,3.51741942
TCGA-HZ-8637-01,0,0.165738388,1.393677726,0.035013851,0.280503121,0.028980322,0.018537656,0.774618169,0.405425842,1.743843053,5.26666362,0.754394019,0.439926105,1.751508213,0.057483275,0.363203285,0.446202358,0.130456592,2.018782262,2.553501219,0.019559349,0.029895817,0.148134791,0.030466763,0.175328618,0.251187628,1.880431065,2.882321885,7.310954096,0.323427927,21.64546737,1.293971002,0.210029073,2.100740849,0.014763464,0,0.348004703,0.097080961,0.011905207,0.753647118,0.107987887,0.946774535,0.01052704,2.588908808,0.005362603,0,0.092289953,0.185369105,0,3.660538984,1.373728619,1.645995773,0.423297432,0.064804342,0.739488888,0.272247178,0.007864144,0.038191123,5.779360461,5.819952503,0.011536244,0.036555177,0.028142853,0.21964558,0.632364251,0,0.142214043,1.977975451,0.130328379,0.100664822,0.069925387,0.859503592,0.058827205,0.010186467,3.018846587,0.058202315,4.35216172,0.009531482,5.723179281,0,0.02802983,0.479661148,2.478675245,0.025801951,0.106324252,37.24489589,0,0,0.513685876,2.536776312,1.540287484,0.008158302,2.11656174,0.442435985,1.354338108,0.290534359,1.649738244,0.228757161,7.034525035,0.13228566,0.086033007,2.038211487,0.016342075,0.135642587,0.464176679,0.183240516,0.013820649,2.132140193,0.026544056,0.339769298,0.160745497,0.422312483,0.625916361,52.8708405,0.002054888,4.67587272,2.210775097
TCGA-2J-AABE-01,0,0,0.092942426,0.12716729,0.292999654,0,0,0.202529785,0.198632549,0.337428943,2.265667031,0.274497736,0.967379353,0.035137364,0.033214094,0.326591389,0.062691238,0.059640055,0.266619753,0.190331866,0.012915976,0.019741642,0.045147927,0.055326329,0.026717976,0.02843507,0.479022846,1.061151596,2.776208869,0.174743161,4.664571013,0.196603975,0.010668636,0.153640733,0,0,0.055710109,0.082423563,0.011792369,0.551763838,0.045037631,0.216415607,0,0.656129043,0.031870655,0,0.045707612,0.016692015,0.060510077,0.954805646,0.702301087,0.194174347,0.029596616,0,0.084211364,0.049030329,0,0.009457286,0.673480402,2.338501972,0.005713452,0.010345344,0.037168152,0.105030785,0.046397828,0.039617629,0.043343425,0.388552801,0.040766249,0,0.034631315,0.153628363,0,0.060539515,0.268858742,0.028825336,0.441887283,0.004720571,3.603857171,0,0,0.048220616,1.582946448,0,0,8.957076516,0,0,0.353959748,1.544691294,0.127140714,0.008080978,0.124237089,0.014608085,1.100993369,0.026161878,0.402797085,0.027745591,4.081714091,0.02871931,0.042608791,0.471287377,0,0,0.011078968,0.096802002,0.03650575,0.178194235,0.006573117,0.01602614,0.037463987,0.044659408,0.063821872,10.8458017,0,1.077393713,0.169261547
TCGA-HZ-8315-01,0,0.020978959,0.106893977,0.252624556,0.28469145,0.038517079,0.010559131,0.192616392,0.441999544,0.443520307,1.398291885,0.952953791,0.235548817,0.267728305,0.021828485,0.311056912,0.050471257,0.0685926,0.666612911,0.284573259,0.007427394,0.017028789,0.077887597,0.09255468,0.130596554,0.065406894,0.663254061,1.184118005,2.813617403,0.092112986,6.001033063,0.417445145,0.085890708,0.743948114,0.008409334,0,0.088100006,0.110595486,0.020343775,0.466609478,0,0.442491854,0,1.238835016,0.006109124,0.009602688,0.026284382,0.051193726,0,0.556015769,0.504827016,0.415840559,0.147503862,0.007382568,0.280506186,0.112780504,0,0.024473061,0.764248595,2.18616459,0.02956993,0.00594914,0,0.250222181,0.106725174,0.045564616,0.112161802,0.352200701,0.070328481,0,0.009957452,0.353378911,0,0.042549881,0.433658019,0.104982269,2.064638908,0.016287522,3.070791791,0,0,0.531753885,1.541904478,0,0.028839411,18.04436473,0,0,0.31804102,2.175691069,0.109669317,0,0.69657056,0.042002248,0.977358372,0.586736035,0.583930525,0.026592059,7.371521713,0.068125105,0.04900478,0.629929243,0.006205678,0,0.070081154,0.092777427,0.010496403,0.284642918,0.026459319,0.069119318,0.091561344,0.065060071,0.372253749,1.926235633,0,3.717362571,0.778677325
TCGA-H6-A45N-11,0,1.777798286,39.77649232,0.779122977,0.188560855,1.051627304,1.123261492,24.5123062,0.026862953,15.42708765,23.63788763,1.106812935,10.70784581,38.87259359,2.526240746,8.952308474,7.507559058,0.721430909,11.07566342,52.20376581,1.473091924,1.171841005,3.335282359,0.088653935,3.518173086,2.81557819,3.929945563,1.401495949,32.04382021,0.196278269,47.78620924,5.707688323,1.559688774,23.34555831,0.833921155,1.203280901,4.238303423,1.951329558,0.452389699,15.31177831,215.0963124,5.908868656,1.556835776,37.66866641,0.440595091,2.060347427,1.184782047,0.790347364,1.568475139,23.32710538,17.77191877,7.921171633,9.472000661,5.803561902,5.485913931,4.676948138,0.524975256,1.564001445,166.7559475,27.4262809,1.901575186,1.094095026,0.096343164,0.295584799,2.934522245,4.970313454,0.449400087,11.79234818,0.958072401,1.447370761,4.524279798,6.079467731,2.69282913,1.192621033,35.94674246,0.727253636,50.66882749,1.4928092,33.50302942,0.747958058,1.98629424,8.772977464,160.5750611,1.324941106,0.696773889,128.4564835,2.910445363,1.683377826,12.73024614,62.25102895,38.69035148,47.45664918,9.575132604,3.407891309,25.93422411,5.533615904,22.61227583,1.073991057,20.47078036,2.024849889,2.208915681,17.08945779,0.358046914,11.16981534,14.46796407,2.433918359,0.785397102,66.33501371,9.52770913,5.383737512,2.316073342,17.04313057,6.267508749,1.00978329,6.326941939,38.14764738,14.06164964
TCGA-2J-AABU-01,1,0,0.376704099,0.901369491,0.128238614,0,0,0.451977899,0.140934317,0.378754722,1.01594447,0.110605805,0.110617424,0.286703738,0.021508793,0.370114768,0.159142638,0.036046943,0.220701585,0.452483419,0,0.008949009,0.061397508,0.027359748,0,0.025779588,0.168655561,0.435214557,1.227270937,0.026404054,2.670161244,0.123399421,0.038689273,0.109011599,0.026515758,0,0.151522432,0.124543711,0,0.058851289,0,0.174404515,0,0.396569832,0.019262888,0,0,0,0,0.328723546,1.034661708,0.218533503,0.053665321,0,0.285221128,0,0,0.034296374,1.270018269,1.187496087,0,0.018758436,0,0.027206347,0,0.047890447,0.078591376,0.119412475,0,0,0,0.208922076,0.060374832,0.048787447,0.392379142,0,0.600930757,0,3.118920253,0,0,0.10800772,9.489357833,0,0,9.131762413,0,0,0.320904308,2.034417646,0.230534704,0,0.093862408,0.07946323,0.503932645,0.284624209,0.144322969,0,4.510599616,0.071602529,0,0.184767566,0,0,0.110487636,0.058507933,0.033096566,0.634245538,0.01191854,0.029058996,0.076421962,0.037789523,0.181851065,4.281007315,0,2.582288084,0.287727419
TCGA-FB-AAPZ-01,1,0,0.077618709,0.095741639,0.609620229,0.011320514,0,0.046079276,0.18391416,0.437231011,1.290373812,1.51553382,0.164973391,0.353352513,0.056136386,0.410538369,0.081586747,0.164639827,0.425153995,0.355285451,0.015280843,0.005839066,0.106828688,0.119011588,0.079024845,0,0.434676516,0.67255955,1.75762663,0.844180093,7.20436342,0.313117309,0.025244048,0.208115514,0.01730105,0,0.107104436,0.016252502,0.013951508,0.230396378,0.026641926,0.227591552,0.024672915,8.348070515,0.012568684,0,0,0.032913768,0.143178493,0.750701484,0.207722449,0.19804047,0.116718821,0.060754477,0.233096956,0,0.003071952,0.095105482,0.679929301,2.449185894,0,0,0,0.301778001,0.16467929,0.093742939,0.102558889,0.249326302,0.048230397,0,0,0.181757142,0,0.047749383,0.232745689,0.034103147,0.950536718,0.01675467,3.732169988,0,0,0.194639919,3.172256669,0,0,26.03699407,0,0,0.811363884,2.210309542,0,0.028681723,0.232725357,0.172827711,1.138177699,0.092856061,0.376672456,0.021883803,4.907142532,0.033977708,0,0.572648021,0.006383665,0,0.072091174,0.047719203,0.032392362,0.585613705,0.023329892,0.170644202,0.166213136,0.154986711,0.140228062,70.5303063,0.004816176,2.270946832,0.488115968
